Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-56.3025	-238.6734	182.3709	0.6990549	3.691186
6	-63.05914	-245.0964	182.0373	1.032696	3.691186
12	-54.52599	-237.7994	183.2734	0.90496	3.039955
18	-46.68443	-228.9227	182.2383	0.4108303	3.933373
24	-59.57911	-241.5707	181.9916	0.5637452	3.98705
30	-61.71003	-244.759	183.049	0.4647158	3.433065
36	-55.49971	-238.2217	182.7219	0.2837151	3.72835
42	-47.9682	-230.1567	182.1885	0.8171219	3.72835
48	-52.05558	-236.3579	184.3023	0.8874451	2.42027
54	-52.65201	-238.031	185.379	2.06111	0.5855509
60	-57.96553	-242.9222	184.9567	1.402728	1.641202
66	-57.13378	-241.1036	183.9699	1.281503	2.381341
72	-55.85928	-239.6372	183.7779	0.6769042	2.87355
78	-61.94722	-245.3538	183.4066	0.7142645	3.074309
84	-67.0095	-252.739	185.7295	1.282195	1.127237
90	-53.77708	-238.0022	184.2251	1.061089	2.359258
96	-54.0505	-239.3419	185.2914	1.232672	1.520789
102	-56.94642	-242.8214	185.875	1.516783	0.6963849
108	-56.44219	-241.9008	185.4586	1.432445	1.231981
114	-55.46456	-240.9615	185.4969	1.288237	1.319099
120	-58.61877	-243.5664	184.9476	1.288237	1.72905
126	-63.98207	-249.2279	185.2458	1.442232	1.395955
132	-62.76965	-247.4789	184.7093	2.450023	0.2076957
138	-59.40122	-244.2377	184.8365	2.450023	0.2639602
144	-66.36263	-251.1617	184.799	2.450023	0.2445953
150	-66.44996	-251.9222	185.4722	1.534313	1.131836
156	-60.24932	-245.6582	185.4089	1.056084	1.564505
162	-52.55044	-235.8461	183.2957	0.7989079	3.08998
168	-43.78752	-229.081	185.2935	1.184977	1.554587
174	-53.0755	-238.7254	185.6499	1.514764	0.9815168
180	-47.62104	-232.2318	184.6108	2.014415	1.444473
186	-39.22902	-224.0127	184.7837	1.693781	1.555278
192	-44.57385	-229.876	185.3022	1.630993	1.196195
198	-54.41534	-240.2216	185.8063	1.126872	1.196195
204	-48.34165	-234.1806	185.8389	1.059258	1.225971
